InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	ExpEvidences	Methods	Publications	X3DStructures	CurationEvents	COF_Synonyms_A	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
358879	Q96RN5	MED15_HUMAN	MED15	O15162	PLS1_HUMAN	PLSCR1	1	2	1	0	3	MED15;ARC105;CTG7A;PCQAP;TIG1;TNRC7	Mediator 	CORE	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
695073	Q09472	EP300_HUMAN	EP300	O15162	PLS1_HUMAN	PLSCR1	1	1	1	0	1	p300;EP300	p300	NA	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
348983	Q92922	SMRC1_HUMAN	SMARCC1	O15162	PLS1_HUMAN	PLSCR1	1	4	1	0	4	SMARCC1;BAF155	BAF	CORE	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
221819	Q96LA8	ANM6_HUMAN	PRMT6	O15198	SMAD9_HUMAN	SMAD9	3	3	1	0	4	PRMT6;HRMT1L6	NA	NA	SMAD	Known motif	Obligate heteromer
166079	P60709	ACTB_HUMAN	ACTB	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	B-actin;ACTB	BAF	ACCESSORY	SMAD	Known motif	Obligate heteromer
166084	O14686	KMT2D_HUMAN	KMT2D	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	KMT2D;MLL2;ALR;MLL4	MLL2	VARIANT	SMAD	Known motif	Obligate heteromer
166113	Q8NFD5	ARI1B_HUMAN	ARID1B	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	ARID1B;BAF250B;DAN15;KIAA1235;OSA2	BAF	ACCESSORY	SMAD	Known motif	Obligate heteromer
221818	O60341	KDM1A_HUMAN	KDM1A	O15198	SMAD9_HUMAN	SMAD9	3	3	1	0	4	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	SMAD	Known motif	Obligate heteromer
166100	Q9UBL3	ASH2L_HUMAN	ASH2L	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	ASH2L;ASH2L1	MLL;SET1;WRAD	CORE	SMAD	Known motif	Obligate heteromer
648030	Q92830	KAT2A_HUMAN	KAT2A	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	1	KAT2A;GCN5	GCN5	NA	SMAD	Known motif	Obligate heteromer
166120	O15550	KDM6A_HUMAN	KDM6A	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	KDM6A;UTX	MLL3	VARIANT	SMAD	Known motif	Obligate heteromer
648031	Q92831	KAT2B_HUMAN	KAT2B	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	1	KAT2B;PCAF	PCAF	NA	SMAD	Known motif	Obligate heteromer
166131	Q9NRL2	BAZ1A_HUMAN	BAZ1A	O15198	SMAD9_HUMAN	SMAD9	1	1	1	0	3	ACF1;BAZ1A;WCRF180	CHRAC;ACF	ACCESSORY	SMAD	Known motif	Obligate heteromer
316971	Q96EZ8	MCRS1_HUMAN	MCRS1	O15209	ZBT22_HUMAN	ZBTB22	1	4	1	0	4	MCRS1;INO80Q;MSP58	INO80	ACCESSORY	C2H2 ZF	Known motif	Monomer or homomultimer
719677	P35226	BMI1_HUMAN	BMI1	O15226	NKRF_HUMAN	NKRF	1	1	1	0	1	BMI1;PCGF4;RNF51	PRC1	CORE	Unknown	Likely to be sequence specific TF	Monomer or homomultimer
668864	Q92831	KAT2B_HUMAN	KAT2B	O15350	P73_HUMAN	TP73	4	4	2	0	6	KAT2B;PCAF	PCAF	NA	p53	Known motif	Monomer or homomultimer
814478	Q96RN5	MED15_HUMAN	MED15	O15350	P73_HUMAN	TP73	2	2	1	0	5	MED15;ARC105;CTG7A;PCQAP;TIG1;TNRC7	Mediator 	CORE	p53	Known motif	Monomer or homomultimer
643904	Q9H0E9	BRD8_HUMAN	BRD8	O15350	P73_HUMAN	TP73	1	1	1	0	1	BRD8;p120	NuA4	NA	p53	Known motif	Monomer or homomultimer
685349	Q12888	TP53B_HUMAN	TP53BP1	O15350	P73_HUMAN	TP73	1	1	1	0	1	TP53BP1	NA	NA	p53	Known motif	Monomer or homomultimer
633281	Q12873	CHD3_HUMAN	CHD3	O15350	P73_HUMAN	TP73	1	1	1	0	2	CHD3;Mi-2α	NuRD	NA	p53	Known motif	Monomer or homomultimer
652554	Q92793	CBP_HUMAN	CREBBP	O15350	P73_HUMAN	TP73	2	2	2	0	3	CBP;CREBBP	CBP	NA	p53	Known motif	Monomer or homomultimer
647753	Q13547	HDAC1_HUMAN	HDAC1	O15350	P73_HUMAN	TP73	3	2	2	0	4	HDAC1;RPD3L1	Sin3;NuRD;CoREST	NA	p53	Known motif	Monomer or homomultimer
648839	Q92769	HDAC2_HUMAN	HDAC2	O15350	P73_HUMAN	TP73	1	1	1	0	1	HDAC2	Sin3;NuRD;CoREST	NA	p53	Known motif	Monomer or homomultimer
797895	Q9Y468	LMBL1_HUMAN	L3MBTL1	O15350	P73_HUMAN	TP73	1	1	1	0	2	L3MBTL1	NA	NA	p53	Known motif	Monomer or homomultimer
643928	Q92925	SMRD2_HUMAN	SMARCD2	O15350	P73_HUMAN	TP73	1	1	1	0	1	SMARCD2;BAF60B	BAF	ACCESSORY	p53	Known motif	Monomer or homomultimer
655784	Q92993	KAT5_HUMAN	KAT5	O15350	P73_HUMAN	TP73	1	1	1	0	1	KAT5;TIP60	NuA4	NA	p53	Known motif	Monomer or homomultimer
646191	O60341	KDM1A_HUMAN	KDM1A	O15350	P73_HUMAN	TP73	1	1	1	0	1	LSD1;KIAA0601;AOF2;KDM1;KDM1A	CoREST	CORE	p53	Known motif	Monomer or homomultimer
728110	Q96LA8	ANM6_HUMAN	PRMT6	O15350	P73_HUMAN	TP73	1	1	1	0	1	PRMT6;HRMT1L6	NA	NA	p53	Known motif	Monomer or homomultimer
666074	Q9UER7	DAXX_HUMAN	DAXX	O15350	P73_HUMAN	TP73	5	4	2	0	7	Daxx;hDaxx;BING2;DAP6;EAP1	Daxx	NA	p53	Known motif	Monomer or homomultimer
159331	Q09472	EP300_HUMAN	EP300	O15350	P73_HUMAN	TP73	13	9	8	0	18	p300;EP300	p300	NA	p53	Known motif	Monomer or homomultimer
233437	O96019	ACL6A_HUMAN	ACTL6A	O15353	FOXN1_HUMAN	FOXN1	2	2	1	0	2	ACTL6A;BAF53;BAF53A;INO80K;ARP4	BAF;PBAF;NuA4	ACCESSORY	Forkhead	Known motif	Monomer or homomultimer
233433	Q12824	SNF5_HUMAN	SMARCB1	O15353	FOXN1_HUMAN	FOXN1	2	2	1	0	2	SMARCB1;BAF47;INI1;SNF5L1	BAF	CORE	Forkhead	Known motif	Monomer or homomultimer
233430	Q8TAQ2	SMRC2_HUMAN	SMARCC2	O15353	FOXN1_HUMAN	FOXN1	2	2	1	0	2	SMARCC2;BAF170	BAF	CORE	Forkhead	Known motif	Monomer or homomultimer
233432	Q969G3	SMCE1_HUMAN	SMARCE1	O15353	FOXN1_HUMAN	FOXN1	2	2	1	0	2	SMARCE1;BAF57	BAF;PBAF	ACCESSORY	Forkhead	Known motif	Monomer or homomultimer
234363	P25490	TYY1_HUMAN	YY1	O15353	FOXN1_HUMAN	FOXN1	2	2	1	0	2	YY1;INO80S	INO80	ACCESSORY	Forkhead	Known motif	Monomer or homomultimer
655066	Q06587	RING1_HUMAN	RING1	O15391	TYY2_HUMAN	YY2	1	1	1	0	1	RING1;RNF1	PRC1	CORE	C2H2 ZF	Known motif	Monomer or homomultimer
354240	P24863	CCNC_HUMAN	CCNC	O15409	FOXP2_HUMAN	FOXP2	1	4	1	0	4	CCNC;SRB11	Mediator 	CORE	Forkhead	Known motif	Monomer or homomultimer
643569	Q8WXI9	P66B_HUMAN	GATAD2B	O15409	FOXP2_HUMAN	FOXP2	1	1	1	0	1	p66β;p66b;p66beta;p68;KIAA1150;GATAD2B	NuRD;NODE	NA	Forkhead	Known motif	Monomer or homomultimer
